13.06.2013,10:20:11,1.01,3.0101,2.02,3.0202,3.03,3.0303,4.04,3.0404,5.05,3.0505,6.06,3.0606,7.07,3.0707,8.08,3.0808,9.09,3.0909,10.10,3.1010,11.11,3.1111,12.12,3.1212
13.06.2013,10:20:12,1.01,4.0101,2.02,4.0202,3.03,4.0303,4.04,4.0404,5.05,4.0505,6.06,4.0606,7.07,4.0707,8.08,4.0808,9.09,4.0909,10.10,4.1010,11.11,4.1111,12.12,4.1212
13.06.2013,10:20:08,1.01,0.0101,2.02,0.0202,3.03,0.0303,4.04,0.0404,5.05,0.0505,6.06,0.0606,7.07,0.0707,8.08,0.0808,9.09,0.0909,10.10,0.1010,11.11,0.1111,12.12,0.1212
13.06.2013,10:20:09,1.01,1.0101,2.02,1.0202,3.03,1.0303,4.04,1.0404,5.05,1.0505,6.06,1.0606,7.07,1.0707,8.08,1.0808,9.09,1.0909,10.10,1.1010,11.11,1.1111,12.12,1.1212
13.06.2013,10:20:10,1.01,2.0101,2.02,2.0202,3.03,2.0303,4.04,2.0404,5.05,2.0505,6.06,2.0606,7.07,2.0707,8.08,2.0808,9.09,2.0909,10.10,2.1010,11.11,2.1111,12.12,2.1212
13.06.2013,10:20:11,1.01,3.0101,2.02,3.0202,3.03,3.0303,4.04,3.0404,5.05,3.0505,6.06,3.0606,7.07,3.0707,8.08,3.0808,9.09,3.0909,10.10,3.1010,11.11,3.1111,12.12,3.1212
13.06.2013,10:20:12,1.01,4.0101,2.02,4.0202,3.03,4.0303,4.04,4.0404,5.05,4.0505,6.06,4.0606,7.07,4.0707,8.08,4.0808,9.09,4.0909,10.10,4.1010,11.11,4.1111,12.12,4.1212
13.06.2013,10:20:08,1.01,0.0101,2.02,0.0202,3.03,0.0303,4.04,0.0404,5.05,0.0505,6.06,0.0606,7.07,0.0707,8.08,0.0808,9.09,0.0909,10.10,0.1010,11.11,0.1111,12.12,0.1212
13.06.2013,10:20:09,1.01,1.0101,2.02,1.0202,3.03,1.0303,4.04,1.0404,5.05,1.0505,6.06,1.0606,7.07,1.0707,8.08,1.0808,9.09,1.0909,10.10,1.1010,11.11,1.1111,12.12,1.1212
13.06.2013,10:20:10,1.01,2.0101,2.02,2.0202,3.03,2.0303,4.04,2.0404,5.05,2.0505,6.06,2.0606,7.07,2.0707,8.08,2.0808,9.09,2.0909,10.10,2.1010,11.11,2.1111,12.12,2.1212
13.06.2013,10:20:11,1.01,3.0101,2.02,3.0202,3.03,3.0303,4.04,3.0404,5.05,3.0505,6.06,3.0606,7.07,3.0707,8.08,3.0808,9.09,3.0909,10.10,3.1010,11.11,3.1111,12.12,3.1212
13.06.2013,10:20:12,1.01,4.0101,2.02,4.0202,3.03,4.0303,4.04,4.0404,5.05,4.0505,6.06,4.0606,7.07,4.0707,8.08,4.0808,9.09,4.0909,10.10,4.1010,11.11,4.1111,12.12,4.1212
13.06.2013,10:20:08,1.01,0.0101,2.02,0.0202,3.03,0.0303,4.04,0.0404,5.05,0.0505,6.06,0.0606,7.07,0.0707,8.08,0.0808,9.09,0.0909,10.10,0.1010,11.11,0.1111,12.12,0.1212
13.06.2013,10:20:09,1.01,1.0101,2.02,1.0202,3.03,1.0303,4.04,1.0404,5.05,1.0505,6.06,1.0606,7.07,1.0707,8.08,1.0808,9.09,1.0909,10.10,1.1010,11.11,1.1111,12.12,1.1212
13.06.2013,10:20:10,1.01,2.0101,2.02,2.0202,3.03,2.0303,4.04,2.0404,5.05,2.0505,6.06,2.0606,7.07,2.0707,8.08,2.0808,9.09,2.0909,10.10,2.1010,11.11,2.1111,12.12,2.1212
13.06.2013,10:20:11,1.01,3.0101,2.02,3.0202,3.03,3.0303,4.04,3.0404,5.05,3.0505,6.06,3.0606,7.07,3.0707,8.08,3.0808,9.09,3.0909,10.10,3.1010,11.11,3.1111,12.12,3.1212
13.06.2013,10:20:12,1.01,1.0101,2.02,4.0202,3.03,4.0303,4.04,4.0404,5.05,4.0505,6.06,4.0606,7.07,4.0707,8.08,4.0808,9.09,4.0909,10.10,4.1010,11.11,4.1111,12.12,4.1212
